,n,k,differences,percent_diff,matches
0,10000,5,1134,0.13483947681331748,8410
1,10000,5,986,0.11782982791586998,8368
2,10000,5,1038,0.12365975696926376,8394
3,10000,5,986,0.11745086360929125,8395
4,10000,5,1144,0.13583471859415816,8422
5,10000,5,1142,0.1359038438652862,8403
6,10000,5,1060,0.1261904761904762,8400
7,10000,5,1126,0.13379277566539924,8416
8,10000,5,1088,0.12903225806451613,8432
9,10000,5,964,0.11513197181416458,8373
10,10000,5,1064,0.12627581295988607,8426
11,10000,5,1088,0.12946216087577345,8404
12,10000,5,1092,0.12973743614114291,8417
13,10000,5,932,0.1110978662534271,8389
14,10000,5,1070,0.1273203236554022,8404
15,10000,5,1222,0.14456406009700698,8453
16,10000,5,1212,0.14438884917798428,8394
17,10000,5,1046,0.12375769048745859,8452
18,10000,5,1060,0.126476554110488,8381
19,10000,5,1040,0.12322274881516587,8440
20,10000,5,1048,0.12434741338395823,8428
21,10000,5,1006,0.11976190476190476,8400
22,10000,5,1120,0.13317479191438764,8410
23,10000,5,1086,0.1295015502027188,8386
24,10000,5,1006,0.11980469215195903,8397
25,10000,5,1066,0.12707116462033616,8389
26,10000,5,998,0.11905045926279374,8383
27,10000,5,940,0.11191808548636742,8399
28,10000,5,970,0.1152155837985509,8419
29,10000,5,1072,0.12774070543374644,8392
30,10000,5,1026,0.12196861626248216,8412
31,10000,5,1024,0.12157188650124659,8423
32,10000,5,1078,0.12844036697247707,8393
33,10000,5,1100,0.1305173232083531,8428
34,10000,5,1092,0.12986086336068497,8409
35,10000,5,1036,0.1235097758702909,8388
36,10000,5,1072,0.1278321011209158,8386
37,10000,5,1062,0.12656417590275296,8391
38,10000,5,1090,0.1297155777698441,8403
39,10000,5,1066,0.1263482280431433,8437
40,10000,5,1048,0.12415590569837696,8441
41,10000,5,1076,0.1278821012598051,8414
42,10000,5,1032,0.12257987884546859,8419
43,10000,5,978,0.11652567615870368,8393
44,10000,5,1054,0.12525252525252525,8415
45,10000,5,1084,0.12843601895734597,8440
46,10000,5,1000,0.11940298507462686,8375
47,10000,5,968,0.11519695346899916,8403
48,10000,5,992,0.11795481569560047,8410
49,10000,5,1064,0.1267723102585488,8393
50,10000,5,1054,0.1251484208026597,8422
51,10000,5,1076,0.12815626488804194,8396
52,10000,5,1102,0.13129989276778267,8393
53,10000,5,1046,0.12447935261216232,8403
54,10000,5,1006,0.11969066032123736,8405
55,10000,5,1058,0.1256084530452333,8423
56,10000,5,1088,0.12913946587537092,8425
57,10000,5,1028,0.12296650717703349,8360
58,10000,5,1042,0.12428435114503816,8384
59,10000,5,1140,0.13574660633484162,8398
60,10000,5,1006,0.11949162608385794,8419
61,10000,5,1028,0.12151300236406619,8460
62,10000,5,1142,0.13542037234673307,8433
63,10000,5,1072,0.12746730083234245,8410
64,10000,5,1082,0.12832068311195446,8432
65,10000,5,1108,0.1317165953399905,8412
66,10000,5,1038,0.12399952215983753,8371
67,10000,5,1110,0.13132986275437766,8452
68,10000,5,1128,0.13455803411666467,8383
69,10000,5,1102,0.13086331789573685,8421
70,10000,5,1050,0.12431920435709211,8446
71,10000,5,1066,0.12649816067402397,8427
72,10000,5,1040,0.12364760432766615,8411
73,10000,5,986,0.1171438754900796,8417
74,10000,5,1096,0.13002728674813144,8429
75,10000,5,992,0.1185043602914825,8371
76,10000,5,1078,0.1286549707602339,8379
77,10000,5,1158,0.1374480712166172,8425
78,10000,5,1146,0.13615302364262802,8417
79,10000,5,1110,0.13269575612671847,8365
80,10000,5,1078,0.1285016092502086,8389
81,10000,5,1052,0.1257019954594336,8369
82,10000,5,1056,0.126134734830387,8372
83,10000,5,1052,0.12491094751840418,8422
84,10000,5,1038,0.1233511586452763,8415
85,10000,5,1168,0.13888228299643282,8410
86,10000,5,1046,0.12433139189349816,8413
87,10000,5,1054,0.12485193082208007,8442
88,10000,5,1130,0.13425210882737318,8417
89,10000,5,1154,0.13681090693538828,8435
90,10000,5,1056,0.1256245538900785,8406
91,10000,5,1010,0.12008084651052194,8411
92,10000,5,1092,0.12998452565170812,8401
93,10000,5,1002,0.11895999050219637,8423
94,10000,5,1058,0.12532575219142383,8442
95,10000,5,980,0.11677788369876073,8392
96,10000,5,1014,0.12054208273894436,8412
97,10000,5,1032,0.12247804414906242,8426
98,10000,5,1118,0.13274756589883638,8422
99,10000,5,1014,0.12078618225134008,8395
100,10000,5,1020,0.12151536812008577,8394
101,10000,5,948,0.11248220218319886,8428
102,10000,5,1126,0.13388822829964328,8410
103,10000,5,1030,0.12323522373773631,8358
104,10000,5,1194,0.1416034155597723,8432
105,10000,5,1060,0.1262656343061346,8395
106,10000,5,1146,0.13610451306413301,8420
107,10000,5,948,0.11277658815132048,8406
108,10000,5,1080,0.12843382090617195,8409
109,10000,5,1072,0.12754312908982748,8405
110,10000,5,1034,0.12347743014091235,8374
111,10000,5,988,0.11784351145038167,8384
112,10000,5,992,0.11803902903379343,8404
113,10000,5,1088,0.12970910824988077,8388
114,10000,5,1136,0.13477280816229684,8429
115,10000,5,1134,0.13512869399428026,8392
116,10000,5,1148,0.13694381486341406,8383
117,10000,5,1058,0.12629819744538617,8377
118,10000,5,1116,0.13246290801186944,8425
119,10000,5,1056,0.1249408424041647,8452
120,10000,5,1120,0.13295346628679963,8424
121,10000,5,1078,0.12810457516339868,8415
122,10000,5,1154,0.137446403049071,8396
123,10000,5,1006,0.1202055203728044,8369
124,10000,5,1026,0.12160720635296907,8437
125,10000,5,1016,0.12060778727445394,8424
126,10000,5,1026,0.12250746268656716,8375
127,10000,5,1084,0.12801133679735474,8468
128,10000,5,1006,0.11946324664529154,8421
129,10000,5,1262,0.14977450747685733,8426
130,10000,5,1104,0.13074372335386072,8444
131,10000,5,1108,0.13162271323354716,8418
132,10000,5,1184,0.14025112532575218,8442
133,10000,5,1016,0.12045050385299348,8435
134,10000,5,1042,0.12391485313354739,8409
135,10000,5,892,0.10627904205885857,8393
136,10000,5,1070,0.12742646183160652,8397
137,10000,5,1080,0.12846437492565718,8407
138,10000,5,1130,0.1340768865685809,8428
139,10000,5,1170,0.139385275196569,8394
140,10000,5,982,0.11671024483004516,8414
141,10000,5,1072,0.12702926887071928,8439
142,10000,5,970,0.1153663177925785,8408
143,10000,5,1058,0.1258774538964902,8405
144,10000,5,1120,0.1329850391830919,8422
145,10000,5,1082,0.1281990521327014,8440
146,10000,5,1122,0.13304873710423337,8433
147,10000,5,1114,0.1325874791716258,8402
148,10000,5,970,0.11531145981930575,8412
149,10000,5,960,0.11464055409601147,8374
150,10000,5,1188,0.14127720299678914,8409
151,10000,5,984,0.11735241502683363,8385
152,10000,5,1136,0.13475682087781732,8430
153,10000,5,1096,0.13002728674813144,8429
154,10000,5,1144,0.1359961959106039,8412
155,10000,5,1022,0.12189885496183206,8384
156,10000,5,1124,0.1336981087189247,8407
157,10000,5,1086,0.1295169946332737,8385
158,10000,5,1052,0.12508917954815696,8410
159,10000,5,1042,0.12455175711212049,8366
160,10000,5,1064,0.12653109763348794,8409
161,10000,5,1142,0.13569391634980987,8416
162,10000,5,1086,0.12968712682111297,8374
163,10000,5,1038,0.12434115955917585,8348
164,10000,5,1176,0.13963429114224649,8422
165,10000,5,1102,0.13072360616844603,8430
166,10000,5,1010,0.11993824961406009,8421
167,10000,5,970,0.11553120533587423,8396
168,10000,5,1014,0.12042755344418052,8420
169,10000,5,1084,0.12869523922592901,8423
170,10000,5,1034,0.1227154046997389,8426
171,10000,5,1072,0.12774070543374644,8392
172,10000,5,1108,0.13201477421660907,8393
173,10000,5,1068,0.12730957205864823,8389
174,10000,5,1060,0.12592064623425991,8418
175,10000,5,1072,0.12781685942530105,8387
176,10000,5,1134,0.1346793349168646,8420
177,10000,5,1180,0.140509645153608,8398
178,10000,5,950,0.11266603415559773,8432
179,10000,5,1110,0.13220581229156741,8396
180,10000,5,970,0.115765604487409,8379
181,10000,5,1074,0.1276747503566334,8412
182,10000,5,1106,0.13085660198769522,8452
183,10000,5,1042,0.12431400620376998,8382
184,10000,5,1064,0.12654614652711704,8408
185,10000,5,1050,0.12498512081895012,8401
186,10000,5,1044,0.12404942965779468,8416
187,10000,5,1056,0.12628557761301124,8362
188,10000,5,1080,0.12881679389312978,8384
189,10000,5,1134,0.13498393048446614,8401
190,10000,5,1076,0.12782133523402234,8418
191,10000,5,1072,0.12702926887071928,8439
192,10000,5,1122,0.13309608540925266,8430
193,10000,5,982,0.11647491400782825,8431
194,10000,5,1040,0.12336892052194544,8430
195,10000,5,1058,0.12574280960304254,8414
196,10000,5,1038,0.12396990326048012,8373
197,10000,5,1070,0.127868068833652,8368
198,10000,5,1092,0.12973743614114291,8417
199,10000,5,964,0.11465271170313987,8408
200,10000,5,988,0.11799832795891556,8373
201,10000,5,1068,0.12732474964234622,8388
202,10000,5,1144,0.1358669833729216,8420
203,10000,5,1072,0.12777115613825984,8390
204,10000,5,1078,0.12798290395346076,8423
205,10000,5,1136,0.13461310581822492,8439
206,10000,5,1080,0.12846437492565718,8407
207,10000,5,988,0.11745126010461246,8412
208,10000,5,1034,0.12300737568403522,8406
209,10000,5,1082,0.12856463878326996,8416
210,10000,5,1042,0.12338661930136176,8445
211,10000,5,1100,0.13062581641135257,8421
212,10000,5,1120,0.13296925086073846,8423
213,10000,5,1230,0.14632405424696646,8406
214,10000,5,1066,0.126693605894937,8414
215,10000,5,1130,0.13398150343846335,8434
216,10000,5,1080,0.1284796573875803,8406
217,10000,5,1054,0.12498517727973438,8433
218,10000,5,1004,0.1200526126987923,8363
219,10000,5,1146,0.13616920152091255,8416
220,10000,5,1106,0.13077923613574555,8457
221,10000,5,1090,0.1301026497970876,8378
222,10000,5,1018,0.12108956821696205,8407
223,10000,5,1088,0.12992596130881298,8374
224,10000,5,1012,0.12043317862668095,8403
225,10000,5,1040,0.12363290537327627,8412
226,10000,5,960,0.11425850987860034,8402
227,10000,5,1056,0.12549019607843137,8415
228,10000,5,1050,0.12479201331114809,8414
229,10000,5,1132,0.1342982560208803,8429
230,10000,5,1162,0.13833333333333334,8400
231,10000,5,1048,0.12482134349690328,8396
232,10000,5,1018,0.12116162818376577,8402
233,10000,5,974,0.11577320813027457,8413
234,10000,5,1154,0.13787335722819594,8370
235,10000,5,1080,0.12841854934601665,8410
236,10000,5,1004,0.11905608917348512,8433
237,10000,5,1142,0.13551679126616828,8427
238,10000,5,1046,0.12452380952380952,8400
239,10000,5,1024,0.12132701421800948,8440
240,10000,5,1028,0.1222790531699774,8407
241,10000,5,1026,0.12195411862593605,8413
242,10000,5,1040,0.1243572880545259,8363
243,10000,5,978,0.11605553577785689,8427
244,10000,5,1100,0.13098356751607526,8398
245,10000,5,930,0.11035955856176576,8427
246,10000,5,1144,0.1363853123509776,8388
247,10000,5,986,0.11718564297599239,8414
248,10000,5,1192,0.1422943774620986,8377
249,10000,5,1008,0.1205020920502092,8365
250,10000,5,1162,0.13782469457952792,8431
251,10000,5,1106,0.1316039980961447,8404
252,10000,5,998,0.11878124256129494,8402
253,10000,5,1048,0.1249850924269529,8385
254,10000,5,1066,0.12745098039215685,8364
255,10000,5,1048,0.12477675913799262,8399
256,10000,5,1094,0.13009870376977048,8409
257,10000,5,1014,0.12061377423575592,8407
258,10000,5,994,0.11798219584569733,8425
259,10000,5,1122,0.13295414148595805,8439
260,10000,5,1042,0.12440305635148043,8376
261,10000,5,1084,0.12837517764092846,8444
262,10000,5,1094,0.13033118894448414,8394
263,10000,5,1036,0.12358344268161756,8383
264,10000,5,1062,0.1261732208625401,8417
265,10000,5,964,0.11463907717921275,8409
266,10000,5,886,0.10600622158411104,8358
267,10000,5,1072,0.12748245926982996,8409
268,10000,5,970,0.11514719848053181,8424
269,10000,5,1104,0.130619971604354,8452
270,10000,5,1048,0.12495528794563014,8387
271,10000,5,922,0.10984036216345008,8394
272,10000,5,1098,0.13012562218535198,8438
273,10000,5,1088,0.12950839185811214,8401
274,10000,5,1062,0.12621820774898979,8414
275,10000,5,1034,0.12303664921465969,8404
276,10000,5,1126,0.13366571699905033,8424
277,10000,5,1134,0.13487155090390104,8408
278,10000,5,984,0.11707317073170732,8405
279,10000,5,1018,0.12137832359604149,8387
280,10000,5,1128,0.13395083719273246,8421
281,10000,5,1060,0.1260854050196265,8407
282,10000,5,1072,0.12754312908982748,8405
283,10000,5,1026,0.12139138665404638,8452
284,10000,5,1190,0.14161608949184815,8403
285,10000,5,1132,0.13428232502965598,8430
286,10000,5,1180,0.14012587578672367,8421
287,10000,5,1118,0.13315864697474988,8396
288,10000,5,990,0.11727078891257996,8442
289,10000,5,1210,0.14341590612777053,8437
290,10000,5,1100,0.13048635824436536,8430
291,10000,5,1082,0.12934847579199044,8365
292,10000,5,1082,0.12851882646395058,8419
293,10000,5,1068,0.1262709860487113,8458
294,10000,5,1082,0.12919402985074627,8375
295,10000,5,1156,0.13730846893930396,8419
296,10000,5,1038,0.12351261304140886,8404
297,10000,5,954,0.11342289858518606,8411
298,10000,5,970,0.11544870268983576,8402
299,10000,5,1070,0.12762404580152673,8384
300,10000,5,1130,0.13366453749704282,8454
301,10000,5,1080,0.12857142857142856,8400
302,10000,5,1076,0.1286927401028585,8361
303,10000,5,1178,0.13939178795408827,8451
304,10000,5,1154,0.1373973092034766,8399
305,10000,5,1026,0.12189616252821671,8417
306,10000,5,1004,0.11914085676990625,8427
307,10000,5,1026,0.12198311734633219,8411
308,10000,5,914,0.10883543700881163,8398
309,10000,5,1086,0.12923955730096395,8403
310,10000,5,1048,0.125,8384
311,10000,5,1030,0.12292636352786729,8379
312,10000,5,1104,0.13147552697391926,8397
313,10000,5,990,0.11794138670478914,8394
314,10000,5,1200,0.14265335235378032,8412
315,10000,5,1110,0.1325373134328358,8375
316,10000,5,1162,0.13782469457952792,8431
317,10000,5,1040,0.12398664759179781,8388
318,10000,5,1140,0.1357142857142857,8400
319,10000,5,1110,0.13247404224847834,8379
320,10000,5,1046,0.12408066429418743,8430
321,10000,5,986,0.11725532167915328,8409
322,10000,5,1102,0.1313938237748897,8387
323,10000,5,1032,0.12309160305343511,8384
324,10000,5,1054,0.12535680304471933,8408
325,10000,5,1168,0.13893184251219223,8407
326,10000,5,1108,0.1321564885496183,8384
327,10000,5,1024,0.12218112397088653,8381
328,10000,5,1064,0.12650101058138152,8411
329,10000,5,932,0.11062314540059347,8425
330,10000,5,1124,0.1343372773993068,8367
331,10000,5,1078,0.12755886877292627,8451
332,10000,5,1152,0.13809637976504435,8342
333,10000,5,1114,0.13200616186751984,8439
334,10000,5,1050,0.12525348920434212,8383
335,10000,5,1094,0.13031566408576534,8395
336,10000,5,1056,0.1260293591120659,8379
337,10000,5,1082,0.12870227191626027,8407
338,10000,5,1016,0.12098118599666587,8398
339,10000,5,1092,0.12950664136622392,8432
340,10000,5,992,0.11854684512428298,8368
341,10000,5,1000,0.11940298507462686,8375
342,10000,5,1048,0.1245099203991921,8417
343,10000,5,1086,0.12939354223757893,8393
344,10000,5,1010,0.12039575634759804,8389
345,10000,5,1082,0.12815349994077935,8443
346,10000,5,990,0.11738202513635286,8434
347,10000,5,962,0.11538922873935469,8337
348,10000,5,1060,0.1260854050196265,8407
349,10000,5,1056,0.12577417818008577,8396
350,10000,5,1016,0.12047907031898494,8433
351,10000,5,1076,0.12771513353115727,8425
352,10000,5,1042,0.12416587225929457,8392
353,10000,5,1060,0.12607040913415796,8408
354,10000,5,1054,0.1251335628635878,8423
355,10000,5,1148,0.13582584003786086,8452
356,10000,5,1104,0.13105413105413105,8424
357,10000,5,1098,0.13012562218535198,8438
358,10000,5,1122,0.13365098272781417,8395
359,10000,5,1040,0.12394231915147182,8391
360,10000,5,990,0.1180116819644773,8389
361,10000,5,1078,0.1287010506208214,8376
362,10000,5,1094,0.1294827790271038,8449
363,10000,5,1188,0.14149595045259647,8396
364,10000,5,1068,0.12664532194948416,8433
365,10000,5,1072,0.12746730083234245,8410
366,10000,5,1070,0.12736578978693014,8401
367,10000,5,1038,0.12310246679316889,8432
368,10000,5,1030,0.12231326445790286,8421
369,10000,5,992,0.11830649970184853,8385
370,10000,5,1114,0.1322569155882702,8423
371,10000,5,1184,0.14108674928503337,8392
372,10000,5,1066,0.12631828415689061,8439
373,10000,5,1142,0.13592001904308498,8402
374,10000,5,916,0.1088403041825095,8416
375,10000,5,1056,0.12595419847328243,8384
376,10000,5,1022,0.12159428911362284,8405
377,10000,5,1000,0.11810558639423645,8467
378,10000,5,1098,0.13082330513523174,8393
379,10000,5,988,0.11756306520704426,8404
380,10000,5,1022,0.12172463077656026,8396
381,10000,5,1180,0.13956238911886457,8455
382,10000,5,1076,0.1280952380952381,8400
383,10000,5,942,0.11142654364797729,8454
384,10000,5,1140,0.1350230960559043,8443
385,10000,5,1156,0.1372432624955479,8423
386,10000,5,1036,0.12358344268161756,8383
387,10000,5,1062,0.12593383137673425,8433
388,10000,5,1178,0.13997148288973385,8416
389,10000,5,1052,0.12513381705721421,8407
390,10000,5,1120,0.13325401546698393,8405
391,10000,5,1070,0.12727488997264186,8407
392,10000,5,1020,0.12135633551457466,8405
393,10000,5,1072,0.12699917071437034,8441
394,10000,5,1078,0.12887029288702928,8365
395,10000,5,1082,0.12880952380952382,8400
396,10000,5,1084,0.1287869787335155,8417
397,10000,5,1130,0.13442778967404234,8406
398,10000,5,1022,0.12171013457187091,8397
399,10000,5,942,0.11233007393274505,8386
400,10000,5,1024,0.12178877259752617,8408
401,10000,5,1058,0.1260574288097224,8393
402,10000,5,1030,0.12338284619070436,8348
403,10000,5,1022,0.12137767220902612,8420
404,10000,5,1044,0.12410841654778887,8412
405,10000,5,996,0.1182897862232779,8420
406,10000,5,1062,0.12573999526403032,8446
407,10000,5,950,0.11270613358642781,8429
408,10000,5,1042,0.12394433210419888,8407
409,10000,5,1070,0.1276849642004773,8380
410,10000,5,1132,0.13472982623184956,8402
411,10000,5,1006,0.11930740037950664,8432
412,10000,5,1084,0.12932474349797185,8382
413,10000,5,1058,0.1258026159334126,8410
414,10000,5,1100,0.1306103063405367,8422
415,10000,5,1120,0.133492252681764,8390
416,10000,5,1032,0.12293031566408577,8395
417,10000,5,1046,0.1246870902372154,8389
418,10000,5,1084,0.12917063870352716,8392
419,10000,5,972,0.11511132164850782,8444
420,10000,5,1042,0.12375296912114014,8420
421,10000,5,988,0.11732573328583304,8421
422,10000,5,1074,0.12779628748215136,8404
423,10000,5,1052,0.12462978320104252,8441
424,10000,5,1058,0.12601238685088137,8396
425,10000,5,1120,0.13390722142515543,8364
426,10000,5,1116,0.13186813186813187,8463
427,10000,5,1034,0.12280285035629454,8420
428,10000,5,1046,0.12497013142174432,8370
429,10000,5,1030,0.12228422177371483,8423
430,10000,5,1064,0.12722707162501495,8363
431,10000,5,992,0.11774480712166172,8425
432,10000,5,1196,0.14244878513577894,8396
433,10000,5,1106,0.13149447152538343,8411
434,10000,5,1112,0.13268106431213458,8381
435,10000,5,972,0.11537091988130564,8425
436,10000,5,1124,0.13414488602458527,8379
437,10000,5,1072,0.12763424217168712,8399
438,10000,5,1090,0.12962302295159947,8409
439,10000,5,1198,0.14260207118200213,8401
440,10000,5,950,0.11289364230540701,8415
441,10000,5,1002,0.1193852019540093,8393
442,10000,5,1016,0.12047907031898494,8433
443,10000,5,1020,0.12139966674601285,8402
444,10000,5,1042,0.12388538818214244,8411
445,10000,5,1056,0.12559467174119887,8408
446,10000,5,1074,0.1273719165085389,8432
447,10000,5,1144,0.13610945865556218,8405
448,10000,5,1008,0.11998571598619212,8401
449,10000,5,1044,0.12450805008944543,8385
450,10000,5,1002,0.11886120996441281,8430
451,10000,5,980,0.11670834821960224,8397
452,10000,5,1058,0.12584750802902342,8407
453,10000,5,1076,0.12759397604648406,8433
454,10000,5,1202,0.1424170616113744,8440
455,10000,5,1122,0.13363506431634112,8396
456,10000,5,1130,0.1343478777790988,8411
457,10000,5,950,0.11321654153259444,8391
458,10000,5,1120,0.13319062908788204,8409
459,10000,5,1002,0.11939942802669208,8392
460,10000,5,1026,0.12199762187871581,8410
461,10000,5,1108,0.1316696375519905,8415
462,10000,5,1168,0.1386679330404844,8423
463,10000,5,1068,0.1270521056388294,8406
464,10000,5,980,0.11618257261410789,8435
465,10000,5,1046,0.12461281868000953,8394
466,10000,5,1052,0.12439399314177604,8457
467,10000,5,1018,0.12163938343888159,8369
468,10000,5,1058,0.12556373130785664,8426
469,10000,5,1166,0.13849625846300034,8419
470,10000,5,1050,0.12488106565176023,8408
471,10000,5,1000,0.1192321449862883,8387
472,10000,5,982,0.11680742238610682,8407
473,10000,5,1038,0.12292752250118427,8444
474,10000,5,966,0.11487691758829825,8409
475,10000,5,1064,0.12701444431180614,8377
476,10000,5,1098,0.13037283305628117,8422
477,10000,5,1104,0.1312410841654779,8412
478,10000,5,1078,0.12781598292625088,8434
479,10000,5,1066,0.1267990959914357,8407
480,10000,5,1080,0.1280986834301981,8431
481,10000,5,998,0.1192068800764453,8372
482,10000,5,1078,0.12844036697247707,8393
483,10000,5,1014,0.1208149648516621,8393
484,10000,5,972,0.11553548080351836,8413
485,10000,5,1116,0.13230586840545347,8435
486,10000,5,1020,0.1216312902456475,8386
487,10000,5,988,0.11775923718712754,8390
488,10000,5,1038,0.12401433691756272,8370
489,10000,5,1016,0.1205791597436506,8426
490,10000,5,1008,0.11990008326394672,8407
491,10000,5,1082,0.1287328970850684,8405
492,10000,5,1086,0.12919343326195576,8406
493,10000,5,968,0.11605323102745474,8341
494,10000,5,1160,0.13816102906145783,8396
495,10000,5,1192,0.1420231145001787,8393
496,10000,5,1088,0.12989493791786055,8376
497,10000,5,1036,0.12355396541443053,8385
498,10000,5,1064,0.1267572075291875,8394
499,10000,5,1196,0.14190792596108212,8428
500,10000,5,1142,0.13637449247671363,8374
